Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref4105,cid4637963,Printed works,Books,"Buford, Robert and Catherwood, F. Boston, MA, First edition of ""Description of a View of the City of Jerusalem and the Surrounding Country"" exhibited at the Panorama, Charles St. painted by Robert Burford from drawings taken in 1834 by the architect, Frederick Catherwood","First edition of ""Description of a View of the City of Jerusalem and the Surrounding Country"" exhibited at the Panorama, Charles St. painted by Robert Burford from drawings taken in 1834 by the architect, Frederick Catherwood","Buford, Robert","Catherwood, F.",,"Boston, MA",1837,Drawer,Mixed materials,Christian-Jewish Relations,Folder,5,doc_ja_cj_5_1r.tif; doc_ja_cj_5_1v.tif; doc_ja_cj_5_2r.tif; doc_ja_cj_5_2v.tif; doc_ja_cj_5_3r.tif; doc_ja_cj_5_3v.tif; doc_ja_cj_5_4r.tif; doc_ja_cj_5_4v.tif; doc_ja_cj_5_5r.tif; doc_ja_cj_5_5v.tif; doc_ja_cj_5_6r.tif; doc_ja_cj_5_6v.tif; doc_ja_cj_5_7r.tif; doc_ja_cj_5_7v.tif; doc_ja_cj_5_8r.tif; doc_ja_cj_5_8v.tif; doc_ja_cj_5_9r.tif; doc_ja_cj_5_9v.tif; doc_ja_cj_5_10r.tif; doc_ja_cj_5_10v.tif
ref4106,cid4637962,Printed works,Books,"Carvalho, Solomon Nunes. Baltimore, MD, Highly Important Invention for economizing fuel, and increasing the power of steam, etc., called 'the oxy-hydrogen retort."" Invented by S. N. Carvalho","Highly Important Invention for economizing fuel, and increasing the power of steam, etc., called 'the oxy-hydrogen retort."" Invented by S. N. Carvalho","Carvalho, Solomon Nunes",,,"Baltimore, MD",1860 January 3,Drawer,Mixed materials,Judaica Americana,Folder,MD 167,doc_ja_md_167_1r.tif; doc_ja_md_167_1v.tif; doc_ja_md_167_2r.tif; doc_ja_md_167_2v.tif; doc_ja_md_167_3r.tif; doc_ja_md_167_3v.tif; doc_ja_md_167_4r.tif; doc_ja_md_167_4v.tif; doc_ja_md_167_5r.tif; doc_ja_md_167_5v.tif; doc_ja_md_167_6r.tif; doc_ja_md_167_6v.tif; doc_ja_md_167_7r.tif; doc_ja_md_167_7v.tif; doc_ja_md_167_8r.tif; doc_ja_md_167_8v.tif
ref4107,cid4637961,Printed works,Books,"Chabert, Isidore. Washington, DC, Abstract of licenses granted to persons to trade in the indian country, 18th congress, 2nd secession","Abstract of licenses granted to persons to trade in the indian country, 18th congress, 2nd secession","Chabert, Isidore",,,"Washington, DC",1825 January 17,Drawer,Mixed materials,Revolutionary War,Folder,4,doc_rw_4_1r.tif; doc_rw_4_1v.tif; doc_rw_4_2r.tif
ref4108,cid4637960,Printed works,Books,"Cheltnam, Charles Smith. New York, NY, Deborah: or the jewish maiden's wrong!, by Charles Smith Cheltnam. Published by Samuel French and Son","Deborah: or the jewish maiden's wrong!, by Charles Smith Cheltnam. Published by Samuel French and Son","Cheltnam, Charles Smith",,,"New York, NY",1864,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2030,doc_ja_nycp_2030_1r.tif; doc_ja_nycp_2030_1v.tif; doc_ja_nycp_2030_2r.tif; doc_ja_nycp_2030_2v.tif; doc_ja_nycp_2030_3r.tif; doc_ja_nycp_2030_3v.tif; doc_ja_nycp_2030_4r.tif; doc_ja_nycp_2030_4v.tif; doc_ja_nycp_2030_5r.tif; doc_ja_nycp_2030_5v.tif; doc_ja_nycp_2030_6r.tif; doc_ja_nycp_2030_6v.tif; doc_ja_nycp_2030_7r.tif; doc_ja_nycp_2030_7v.tif; doc_ja_nycp_2030_8r.tif; doc_ja_nycp_2030_8v.tif; doc_ja_nycp_2030_9r.tif; doc_ja_nycp_2030_9v.tif; doc_ja_nycp_2030_10r.tif; doc_ja_nycp_2030_10v.tif; doc_ja_nycp_2030_11r.tif; doc_ja_nycp_2030_11v.tif; doc_ja_nycp_2030_12r.tif; doc_ja_nycp_2030_12v.tif; doc_ja_nycp_2030_13r.tif; doc_ja_nycp_2030_13v.tif; doc_ja_nycp_2030_14r.tif; doc_ja_nycp_2030_14v.tif; doc_ja_nycp_2030_15r.tif; doc_ja_nycp_2030_15v.tif; doc_ja_nycp_2030_16r.tif; doc_ja_nycp_2030_16v.tif; doc_ja_nycp_2030_17r.tif; doc_ja_nycp_2030_17v.tif; doc_ja_nycp_2030_18r.tif; doc_ja_nycp_2030_18v.tif; doc_ja_nycp_2030_19r.tif; doc_ja_nycp_2030_19v.tif; doc_ja_nycp_2030_20r.tif; doc_ja_nycp_2030_20v.tif
ref4109,cid4637959,Printed works,Books,"Cohen, A., An address and calendar book with advertisements for A. Cohen, jeweler","Cohen, A., An address and calendar book with advertisements for A. Cohen, jeweler",,,,,1920,Drawer,Mixed materials,Judaica Americana,Folder,PA 460,doc_ja_pa_460_1r.tif; doc_ja_pa_460_1v.tif; doc_ja_pa_460_2r.tif; doc_ja_pa_460_2v.tif; doc_ja_pa_460_3r.tif; doc_ja_pa_460_3v.tif; doc_ja_pa_460_4r.tif; doc_ja_pa_460_4v.tif; doc_ja_pa_460_5r.tif; doc_ja_pa_460_5v.tif; doc_ja_pa_460_6r.tif; doc_ja_pa_460_6v.tif; doc_ja_pa_460_7r.tif; doc_ja_pa_460_7v.tif; doc_ja_pa_460_8r.tif;  doc_ja_pa_460_8v.tif; doc_ja_pa_460_9r.tif; doc_ja_pa_460_9v.tif; doc_ja_pa_460_10r.tif; doc_ja_pa_460_10v.tif
ref4110,cid4637958,Printed works,Books,"Cohen, A. Sydney, Australia, Estimate of the expenditures of the government of New South Wales",Estimate of the expenditures of the government of New South Wales,"Cohen, A.",,,"Sydney, Australia",1838,Folder,Mixed materials,Binder F,Page,37,lbr_ff_s37_1r.tif; lbr_ff_s37_1v.tif; lbr_ff_s37_2r.tif; lbr_ff_s37_2v.tif; lbr_ff_s37_3r.tif; lbr_ff_s37_3v.tif; lbr_ff_s37_4r.tif; lbr_ff_s37_4v.tif; lbr_ff_s37_5r.tif; lbr_ff_s37_5v.tif; lbr_ff_s37_6r.tif; lbr_ff_s37_6v.tif; lbr_ff_s37_7r.tif; lbr_ff_s37_7v.tif; lbr_ff_s37_8r.tif; lbr_ff_s37_8v.tif; lbr_ff_s37_9r.tif; lbr_ff_s37_9v.tif; lbr_ff_s37_10r.tif; lbr_ff_s37_10v.tif; lbr_ff_s37_11r.tif; lbr_ff_s37_11v.tif; lbr_ff_s37_12r.tif; lbr_ff_s37_12v.tif; lbr_ff_s37_13r.tif; lbr_ff_s37_13v.tif; lbr_ff_s37_14r.tif; lbr_ff_s37_14v.tif; lbr_ff_s37_15r.tif; lbr_ff_s37_15v.tif; lbr_ff_s37_16r.tif
ref4111,cid4637957,Printed works,Books,"Cohen, Abraham Eleazer and Cohen, Jacob I. Lancaster, PA, Almanac manuscript signed on the first page by Abraham Eleazer Cohen (-1793), son of Eleazer Katz, who is believed to be the author","Almanac manuscript signed on the first page by Abraham Eleazer Cohen (-1793), son of Eleazer Katz, who is believed to be the author","Cohen, Abraham Eleazer","Cohen, Jacob I.",,"Lancaster, PA",1778,Drawer,Mixed materials,Judaica Americana,Folder,PA 498,doc_ja_pa_498_1r.tif; doc_ja_pa_498_1v.tif; doc_ja_pa_498_2r.tif; doc_ja_pa_498_2v.tif; doc_ja_pa_498_3r.tif; doc_ja_pa_498_3v.tif; doc_ja_pa_498_4r.tif; doc_ja_pa_498_4v.tif; doc_ja_pa_498_5r.tif; doc_ja_pa_498_5v.tif; doc_ja_pa_498_6r.tif; doc_ja_pa_498_6v.tif; doc_ja_pa_498_7r.tif; doc_ja_pa_498_7v.tif; doc_ja_pa_498_8r.tif; doc_ja_pa_498_8v.tif; doc_ja_pa_498_9r.tif; doc_ja_pa_498_9v.tif; doc_ja_pa_498_10r.tif; doc_ja_pa_498_10v.tif; doc_ja_pa_498_11r.tif; doc_ja_pa_498_11v.tif; doc_ja_pa_498_12r.tif; doc_ja_pa_498_12v.tif; doc_ja_pa_498_13r.tif; doc_ja_pa_498_13v.tif; doc_ja_pa_498_14r.tif; doc_ja_pa_498_14v.tif
ref4112,cid4637956,Printed works,Books,"Cohen, Alfred Andrew. San Francisco, CA, An address on the railroad evil and its remedy, delivered at Platt's Hall, by Alfred Andrew Cohen (1829-1887) Published by Francis, Valentine and Co., in San Francisco","An address on the railroad evil and its remedy, delivered at Platt's Hall, by Alfred Andrew Cohen (1829-1887) Published by Francis, Valentine and Co., in San Francisco","Cohen, Alfred Andrew",,,"San Francisco, CA",1879 August 2,Folder,Mixed materials,Binder N,Page,11,lbr_fn_s11_1r.tif; lbr_fn_s11_1v.tif; lbr_fn_s11_2r.tif; lbr_fn_s11_2v.tif; lbr_fn_s11_3r.tif; lbr_fn_s11_3v.tif; lbr_fn_s11_4r.tif; lbr_fn_s11_4v.tif; lbr_fn_s11_5r.tif; lbr_fn_s11_5v.tif; lbr_fn_s11_6r.tif; lbr_fn_s11_6v.tif; lbr_fn_s11_7r.tif; lbr_fn_s11_7v.tif; lbr_fn_s11_8r.tif; lbr_fn_s11_8v.tif; lbr_fn_s11_9r.tif; lbr_fn_s11_9v.tif; lbr_fn_s11_10r.tif; lbr_fn_s11_10v.tif; lbr_fn_s11_11r.tif; lbr_fn_s11_11v.tif; lbr_fn_s11_12r.tif; lbr_fn_s11_12v.tif
ref4113,cid4637955,Printed works,Books,"Cohen, Alfred Andrew. San Francisco, CA, An address on the railroad evil and its remedy, delivered at Platt's Hall, by Alfred Andrew Cohen (1829-1887) Published by Francis, Valentine and Co., in San Francisco","An address on the railroad evil and its remedy, delivered at Platt's Hall, by Alfred Andrew Cohen (1829-1887) Published by Francis, Valentine and Co., in San Francisco","Cohen, Alfred Andrew",,,"San Francisco, CA",1879 August 2,Drawer,Mixed materials,Judaica Americana,Folder,CA 296,doc_ja_ca_296_1r.tif; doc_ja_ca_296_1v.tif; doc_ja_ca_296_2r.tif; doc_ja_ca_296_2v.tif; doc_ja_ca_296_3r.tif; doc_ja_ca_296_3v.tif; doc_ja_ca_296_4r.tif; doc_ja_ca_296_4v.tif; doc_ja_ca_296_5r.tif; doc_ja_ca_296_5v.tif; doc_ja_ca_296_6r.tif; doc_ja_ca_296_6v.tif; doc_ja_ca_296_7r.tif; doc_ja_ca_296_7v.tif; doc_ja_ca_296_8r.tif; doc_ja_ca_296_8v.tif; doc_ja_ca_296_9r.tif; doc_ja_ca_296_9v.tif; doc_ja_ca_296_10r.tif; doc_ja_ca_296_10v.tif; doc_ja_ca_296_11r.tif; doc_ja_ca_296_11v.tif; doc_ja_ca_296_12r.tif; doc_ja_ca_296_12v.tif
ref4114,cid4637954,Printed works,Books,"Cohen, Isabel E. Philadelphia, PA, Report on the examination held at Zane Street school house, May 11th and 12th, 1865","Report on the examination held at Zane Street school house, May 11th and 12th, 1865","Cohen, Isabel E.",,,"Philadelphia, PA",1865,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 199,doc_ja_phil_12_1r.tif; doc_ja_phil_12_1v.tif; doc_ja_phil_12_2r.tif; doc_ja_phil_12_2v.tif; doc_ja_phil_12_3r.tif; doc_ja_phil_12_3v.tif; doc_ja_phil_12_4r.tif; doc_ja_phil_12_4v.tif; doc_ja_phil_12_5r.tif; doc_ja_phil_12_5v.tif; doc_ja_phil_12_6r.tif; doc_ja_phil_12_6v.tif; doc_ja_phil_12_7r.tif; doc_ja_phil_12_7v.tif; doc_ja_phil_12_8r.tif; doc_ja_phil_12_8v.tif; doc_ja_phil_12_9r.tif; doc_ja_phil_12_9v.tif; doc_ja_phil_12_10r.tif; doc_ja_phil_12_10v.tif
ref4115,cid4637953,Printed works,Books,"Cohen, J. J., Jr. and Etting, Solomon. Baltimore, MD, Constitution of the German Society of Maryland, printed in German and English","Constitution of the German Society of Maryland, printed in German and English","Cohen, J. J., Jr.","Etting, Solomon",,"Baltimore, MD",1817,Drawer,Mixed materials,Judaica Americana,Folder,MD 212,doc_ja_md_212_1r.tif; doc_ja_md_212_1v.tif; doc_ja_md_212_2r.tif; doc_ja_md_212_2v.tif; doc_ja_md_212_3r.tif; doc_ja_md_212_3v.tif; doc_ja_md_212_4r.tif; doc_ja_md_212_4v.tif; doc_ja_md_212_5r.tif; doc_ja_md_212_5v.tif; doc_ja_md_212_6r.tif; doc_ja_md_212_6v.tif; doc_ja_md_212_7r.tif; doc_ja_md_212_7v.tif; doc_ja_md_212_8r.tif; doc_ja_md_212_8v.tif; doc_ja_md_212_9r.tif; doc_ja_md_212_9v.tif; doc_ja_md_212_10r.tif; doc_ja_md_212_10v.tif; doc_ja_md_212_11r.tif; doc_ja_md_212_11v.tif; doc_ja_md_212_12r.tif; doc_ja_md_212_12v.tif; doc_ja_md_212_13r.tif; doc_ja_md_212_13v.tif; doc_ja_md_212_14r.tif; doc_ja_md_212_14v.tif; doc_ja_md_212_15r.tif; doc_ja_md_212_15v.tif; doc_ja_md_212_16r.tif; doc_ja_md_212_16v.tif; doc_ja_md_212_17r.tif; doc_ja_md_212_17v.tif; doc_ja_md_212_18r.tif; doc_ja_md_212_18v.tif
ref4116,cid4637952,Printed works,Books,"Cohen, Mendes. Baltimore, MD, Mendes Cohen's report on coke and coal by with the passenger trains on the Baltimore and Ohio Railroad",Mendes Cohen's report on coke and coal by with the passenger trains on the Baltimore and Ohio Railroad,"Cohen, Mendes",,,"Baltimore, MD",1854 August 29,Drawer,Mixed materials,Judaica Americana,Folder,MD 210,doc_ja_md_210_1r.tif; doc_ja_md_210_1v.tif; doc_ja_md_210_2r.tif; doc_ja_md_210_2v.tif; doc_ja_md_210_3r.tif; doc_ja_md_210_3v.tif; doc_ja_md_210_4r.tif; doc_ja_md_210_4v.tif; doc_ja_md_210_5r.tif; doc_ja_md_210_5v.tif
ref4117,cid4637951,Printed works,Books,"Cohen, Mendes. Baltimore, MD, Mendes Cohen's report on coke and coal by with the passenger trains on the Baltimore and Ohio Railroad",Mendes Cohen's report on coke and coal by with the passenger trains on the Baltimore and Ohio Railroad,"Cohen, Mendes",,,"Baltimore, MD",1854 August 29,Drawer,Mixed materials,Judaica Americana,Folder,MD 206,doc_ja_md_206_1r.tif; doc_ja_md_206_1v.tif; doc_ja_md_206_2r.tif; doc_ja_md_206_2v.tif; doc_ja_md_206_3r.tif; doc_ja_md_206_3v.tif; doc_ja_md_206_4r.tif; doc_ja_md_206_4v.tif; doc_ja_md_206_5r.tif; doc_ja_md_206_5v.tif
ref4118,cid4637950,Printed works,Books,"Cohen, Solomon. Savannah, GA, Eulogy on the Life and Character of the Rt. Rev. Stephen Elliott, D.D., Bishop of the Diocese of Georgia, and President of the Georgia Historical Society, by Solomon Cohen","Eulogy on the Life and Character of the Rt. Rev. Stephen Elliott, D.D., Bishop of the Diocese of Georgia, and President of the Georgia Historical Society, by Solomon Cohen","Cohen, Solomon",,,"Savannah, GA",1867,Folder,Mixed materials,Binder N,Folder,3,lbr_fn_s3_1r.tif; lbr_fn_s3_1v.tif; lbr_fn_s3_2r.tif; lbr_fn_s3_2v.tif; lbr_fn_s3_3r.tif; lbr_fn_s3_3v.tif; lbr_fn_s3_4r.tif; lbr_fn_s3_4v.tif; lbr_fn_s3_5r.tif; lbr_fn_s3_5v.tif; lbr_fn_s3_6r.tif; lbr_fn_s3_6v.tif; lbr_fn_s3_7r.tif; lbr_fn_s3_7v.tif; lbr_fn_s3_8r.tif; lbr_fn_s3_8v.tif; lbr_fn_s3_9r.tif; lbr_fn_s3_9v.tif; lbr_fn_s3_10r.tif; lbr_fn_s3_10v.tif; lbr_fn_s3_11r.tif; lbr_fn_s3_11v.tif
ref4119,cid4637949,Printed works,Books,"Colman, George. New York, NY, Love laughs at locksmiths: A musical farce in two acts, by George Colman the Younger (1762-1836). Published by Samuel French","Love laughs at locksmiths: A musical farce in two acts, by George Colman the Younger (1762-1836). Published by Samuel French","Colman, George",,,"New York, NY",1830,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2026,doc_ja_nycp_2026_1r.tif; doc_ja_nycp_2026_1v.tif; doc_ja_nycp_2026_2r.tif; doc_ja_nycp_2026_2v.tif; doc_ja_nycp_2026_3r.tif; doc_ja_nycp_2026_3v.tif; doc_ja_nycp_2026_4r.tif; doc_ja_nycp_2026_4v.tif; doc_ja_nycp_2026_5r.tif; doc_ja_nycp_2026_5v.tif; doc_ja_nycp_2026_6r.tif; doc_ja_nycp_2026_6v.tif; doc_ja_nycp_2026_7r.tif; doc_ja_nycp_2026_7v.tif; doc_ja_nycp_2026_8r.tif; doc_ja_nycp_2026_8v.tif; doc_ja_nycp_2026_9r.tif; doc_ja_nycp_2026_9v.tif; doc_ja_nycp_2026_10r.tif; doc_ja_nycp_2026_10v.tif; doc_ja_nycp_2026_11r.tif; doc_ja_nycp_2026_11v.tif; doc_ja_nycp_2026_12r.tif; doc_ja_nycp_2026_12v.tif; doc_ja_nycp_2026_13r.tif; doc_ja_nycp_2026_13v.tif; doc_ja_nycp_2026_14r.tif; doc_ja_nycp_2026_14v.tif; doc_ja_nycp_2026_15r.tif; doc_ja_nycp_2026_15v.tif; doc_ja_nycp_2026_16r.tif; doc_ja_nycp_2026_16v.tif; doc_ja_nycp_2026_17r.tif; doc_ja_nycp_2026_17v.tif; doc_ja_nycp_2026_18r.tif; doc_ja_nycp_2026_18v.tif; doc_ja_nycp_2026_19r.tif; doc_ja_nycp_2026_19v.tif; doc_ja_nycp_2026_20r.tif; doc_ja_nycp_2026_20v.tif; doc_ja_nycp_2026_21r.tif; doc_ja_nycp_2026_21v.tif; doc_ja_nycp_2026_22r.tif; doc_ja_nycp_2026_22v.tif; doc_ja_nycp_2026_23r.tif; doc_ja_nycp_2026_23v.tif
ref4120,cid4637948,Printed works,Books,"Congregation Rodeph Shalom. Philadelphia, PA, Order of Services at the Consecration of Synagogue Rodef Sholum of Philadelphia",Order of Services at the Consecration of Synagogue Rodef Sholum of Philadelphia,,,Congregation Rodeph Shalom,"Philadelphia, PA",1847 September 8,Drawer,Mixed materials,Judaica Americana,Folder,Phila Pamphlet 35,doc_ja_phil_pam_35_1r.tif; doc_ja_phil_pam_35_1v.tif; doc_ja_phil_pam_35_2r.tif; doc_ja_phil_pam_35_2v.tif; doc_ja_phil_pam_35_3r.tif; doc_ja_phil_pam_35_3v.tif; doc_ja_phil_pam_35_4r.tif; doc_ja_phil_pam_35_4v.tif; doc_ja_phil_pam_35_5r.tif; doc_ja_phil_pam_35_5v.tif; doc_ja_phil_pam_35_6r.tif; doc_ja_phil_pam_35_6v.tif; doc_ja_phil_pam_35_7r.tif; doc_ja_phil_pam_35_7v.tif; doc_ja_phil_pam_35_8r.tif; doc_ja_phil_pam_35_8v.tif; doc_ja_phil_pam_35_9r.tif; doc_ja_phil_pam_35_9v.tif; doc_ja_phil_pam_35_10r.tif; doc_ja_phil_pam_35_10v.tif; doc_ja_phil_pam_35_11r.tif; doc_ja_phil_pam_35_11v.tif; doc_ja_phil_pam_35_12r.tif; doc_ja_phil_pam_35_12v.tif; doc_ja_phil_pam_35_13r.tif; doc_ja_phil_pam_35_13v.tif; doc_ja_phil_pam_35_14r.tif; doc_ja_phil_pam_35_14v.tif
ref4121,cid4637947,Printed works,Books,"Cooper, William. Concord, NH, The promised seed, a sermon preached to God's ancient Israel, the Jews, at Sino Chapel, White Chapel, London, on Sunday afternoon, August 28, 1796, to which are added the hymns that were sung and the prayers that were offered up before and after the sermon. Printed by George Hough for Francis Mitchel of Hopkinton","The promised seed, a sermon preached to God's ancient Israel, the Jews, at Sino Chapel, White Chapel, London, on Sunday afternoon, August 28, 1796, to which are added the hymns that were sung and the prayers that were offered up before and after the sermon. Printed by George Hough for Francis Mitchel of Hopkinton","Cooper, William",,,"Concord, NH",1797 October 1,Drawer,Mixed materials,Christian-Jewish Relations,Folder,26,doc_ja_cj_26_.tif; doc_ja_cj_26_1r.tif; doc_ja_cj_26_1v.tif; doc_ja_cj_26_2r.tif; doc_ja_cj_26_2v.tif; doc_ja_cj_26_3r.tif; doc_ja_cj_26_3v.tif; doc_ja_cj_26_4r.tif; doc_ja_cj_26_4v.tif; doc_ja_cj_26_5r.tif; doc_ja_cj_26_5v.tif; doc_ja_cj_26_6r.tif; doc_ja_cj_26_6v.tif; doc_ja_cj_26_7r.tif; doc_ja_cj_26_7v.tif; doc_ja_cj_26_8r.tif; doc_ja_cj_26_8v.tif; doc_ja_cj_26_9r.tif; doc_ja_cj_26_9v.tif; doc_ja_cj_26_10r.tif; doc_ja_cj_26_10v.tif; doc_ja_cj_26_11r.tif; doc_ja_cj_26_11v.tif; doc_ja_cj_26_12r.tif; doc_ja_cj_26_12v.tif; doc_ja_cj_26_13r.tif; doc_ja_cj_26_13v.tif; doc_ja_cj_26_14r.tif; doc_ja_cj_26_14v.tif; doc_ja_cj_26_15r.tif; doc_ja_cj_26_15v.tif; doc_ja_cj_26_16r.tif; doc_ja_cj_26_16v.tif; doc_ja_cj_26_17r.tif; doc_ja_cj_26_17v.tif; doc_ja_cj_26_18r.tif
ref4122,cid4637946,Printed works,Books,"Cumberland, Richard. London, England, The Jew, a comedy in five acts, by Richard Cumberland, Esq","The Jew, a comedy in five acts, by Richard Cumberland, Esq","Cumberland, Richard",,,"London, England",1810,Drawer,Mixed materials,Gratz Family,Folder,101,doc_gf_101_1r.tif; doc_gf_101_1v.tif; doc_gf_101_2r.tif; doc_gf_101_2v.tif; doc_gf_101_3r.tif; doc_gf_101_3v.tif; doc_gf_101_4r.tif; doc_gf_101_4v.tif; doc_gf_101_5r.tif; doc_gf_101_5v.tif; doc_gf_101_6r.tif; doc_gf_101_6v.tif; doc_gf_101_7r.tif; doc_gf_101_7v.tif; doc_gf_101_8r.tif; doc_gf_101_8v.tif; doc_gf_101_9r.tif; doc_gf_101_9v.tif; doc_gf_101_10r.tif; doc_gf_101_10v.tif; doc_gf_101_11r.tif; doc_gf_101_11v.tif; doc_gf_101_12r.tif; doc_gf_101_12v.tif
ref4123,cid4637945,Printed works,Books,"Cumberland, Richard. New York, NY, The Jew of Mogadore: A comic opera, by Richard Cumberland, Esq. Published by D. Longworth, New York, 1808","The Jew of Mogadore: A comic opera, by Richard Cumberland, Esq. Published by D. Longworth, New York, 1808","Cumberland, Richard",,,"New York, NY",1808,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2025,doc_ja_nycp_2025_1r.tif; doc_ja_nycp_2025_1v.tif; doc_ja_nycp_2025_2r.tif; doc_ja_nycp_2025_2v.tif; doc_ja_nycp_2025_3r.tif; doc_ja_nycp_2025_3v.tif; doc_ja_nycp_2025_4r.tif; doc_ja_nycp_2025_4v.tif; doc_ja_nycp_2025_5r.tif; doc_ja_nycp_2025_5v.tif; doc_ja_nycp_2025_6r.tif; doc_ja_nycp_2025_6v.tif; doc_ja_nycp_2025_7r.tif; doc_ja_nycp_2025_7v.tif; doc_ja_nycp_2025_8r.tif; doc_ja_nycp_2025_8v.tif; doc_ja_nycp_2025_9r.tif; doc_ja_nycp_2025_9v.tif; doc_ja_nycp_2025_10r.tif; doc_ja_nycp_2025_10v.tif; doc_ja_nycp_2025_11r.tif; doc_ja_nycp_2025_11v.tif; doc_ja_nycp_2025_12r.tif; doc_ja_nycp_2025_12v.tif; doc_ja_nycp_2025_13r.tif; doc_ja_nycp_2025_13v.tif; doc_ja_nycp_2025_14r.tif; doc_ja_nycp_2025_14v.tif; doc_ja_nycp_2025_15r.tif; doc_ja_nycp_2025_15v.tif; doc_ja_nycp_2025_16r.tif; doc_ja_nycp_2025_16v.tif; doc_ja_nycp_2025_17r.tif; doc_ja_nycp_2025_17v.tif; doc_ja_nycp_2025_18r.tif; doc_ja_nycp_2025_18v.tif; doc_ja_nycp_2025_19r.tif; doc_ja_nycp_2025_19v.tif; doc_ja_nycp_2025_20r.tif; doc_ja_nycp_2025_20v.tif; doc_ja_nycp_2025_21r.tif; doc_ja_nycp_2025_21v.tif; doc_ja_nycp_2025_22r.tif; doc_ja_nycp_2025_22v.tif; doc_ja_nycp_2025_23r.tif; doc_ja_nycp_2025_23v.tif; doc_ja_nycp_2025_24r.tif; doc_ja_nycp_2025_24v.tif; doc_ja_nycp_2025_25r.tif; doc_ja_nycp_2025_25v.tif; doc_ja_nycp_2025_26r.tif; doc_ja_nycp_2025_26v.tif; doc_ja_nycp_2025_27r.tif; doc_ja_nycp_2025_27v.tif
ref4124,cid4637944,Printed works,Books,"Cumberland. Dublin, Ireland, The Jew or benevolent Hebrew, a comedy as performed with universal applause at the royal theaters in London and Dublin, written by Richard Cumberland, Esq., and printed by T. M'Donnel","The Jew or benevolent Hebrew, a comedy as performed with universal applause at the royal theaters in London and Dublin, written by Richard Cumberland, Esq., and printed by T. M'Donnel",Cumberland,,,"Dublin, Ireland",1794,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2026,doc_ja_phil_pam_12_1r.tif; doc_ja_phil_pam_12_1v.tif; doc_ja_phil_pam_12_2r.tif; doc_ja_phil_pam_12_2v.tif; doc_ja_phil_pam_12_3r.tif; doc_ja_phil_pam_12_3v.tif; doc_ja_phil_pam_12_4r.tif; doc_ja_phil_pam_12_4v.tif; doc_ja_phil_pam_12_5r.tif; doc_ja_phil_pam_12_5v.tif; doc_ja_phil_pam_12_6r.tif; doc_ja_phil_pam_12_6v.tif; doc_ja_phil_pam_12_7r.tif; doc_ja_phil_pam_12_7v.tif; doc_ja_phil_pam_12_8r.tif; doc_ja_phil_pam_12_8v.tif; doc_ja_phil_pam_12_9r.tif; doc_ja_phil_pam_12_10r.tif; doc_ja_phil_pam_12_10v.tif; doc_ja_phil_pam_12_11r.tif; doc_ja_phil_pam_12_11v.tif; doc_ja_phil_pam_12_12r.tif; doc_ja_phil_pam_12_12v.tif; doc_ja_phil_pam_12_13r.tif; doc_ja_phil_pam_12_13v.tif; doc_ja_phil_pam_12_14r.tif; doc_ja_phil_pam_12_14v.tif; doc_ja_phil_pam_12_15r.tif; doc_ja_phil_pam_12_15v.tif; doc_ja_phil_pam_12_16r.tif; doc_ja_phil_pam_12_16v.tif; doc_ja_phil_pam_12_17r.tif; doc_ja_phil_pam_12_17v.tif; doc_ja_phil_pam_12_18r.tif; doc_ja_phil_pam_12_18v.tif; doc_ja_phil_pam_12_19r.tif; doc_ja_phil_pam_12_19v.tif; doc_ja_phil_pam_12_20r.tif; doc_ja_phil_pam_12_20v.tif; doc_ja_phil_pam_12_21r.tif; doc_ja_phil_pam_12_21v.tif; doc_ja_phil_pam_12_22r.tif; doc_ja_phil_pam_12_22v.tif; doc_ja_phil_pam_12_23r.tif; doc_ja_phil_pam_12_23v.tif; doc_ja_phil_pam_12_24r.tif; doc_ja_phil_pam_12_24v.tif; doc_ja_phil_pam_12_25r.tif; doc_ja_phil_pam_12_25v.tif; doc_ja_phil_pam_12_26r.tif; doc_ja_phil_pam_12_26v.tif; doc_ja_phil_pam_12_27r.tif; doc_ja_phil_pam_12_27v.tif; doc_ja_phil_pam_12_28r.tif; doc_ja_phil_pam_12_28v.tif; doc_ja_phil_pam_12_29r.tif; doc_ja_phil_pam_12_29v.tif; doc_ja_phil_pam_12_30r.tif; doc_ja_phil_pam_12_30v.tif; doc_ja_phil_pam_12_31r.tif
